1769472	814286
1769472	1765031
1769472	3125293
1769472	492809
1769472	424758
1769472	2767042
196608	302715
196608	240040
196608	152193
196608	739604
196608	948575
196608	322204
196608	278055
196608	246932
196608	283692
196608	1135029
196608	1161098
196608	219316
196608	168101
196608	344554
196608	388066
196608	205932
196608	170749
196608	41896
196608	413564
196608	318587
196608	215709
196608	246506
196608	406255
196608	719262
196608	174949
196608	226058
196608	252829
196608	262650
196608	2003019
2	14
2	79286
2	28419
2	40322
2	43501
2	46215
2	47345
2	48853
2	52108
2	52530
2	53203
2	54299
2	55118
2	57450
2	59434
2	59691
2	60089
2	61754
2	66747
2	67074
2	68103
2	72573
2	73691
2	76035
2	78826
2	78921
2	80574
2	80856
2	81114
2	83950
2	87031
2	87464
2	89468
2	91297
2	92317
2	92333
2	93452
2	93597
2	94810
2	95108
2	95673
2	95900
2	95921
2	96151
2	96881
2	43148
2	97497
2	98025
2	100131
2	102949
2	103582
2	105462
2	106031
2	108761
2	109321
2	110878
2	112970
2	113183
2	113194
2	114116
2	114494
2	114890
2	117408
2	118235
2	119174
2	121796
2	121865
2	122288
2	122896
2	123496
2	123832
2	124061
2	124502
2	125639
2	125872
2	125929
2	126197
2	126359
2	126603
2	126973
2	128367
2	128430
2	129776
2	127003
2	130358
2	131958
2	132630
2	132822
2	136453
2	136899
2	137457
2	138695
2	138707
2	142389
2	143193
2	144177
2	146243
2	147125
2	147260
2	147576
2	149884
2	150609
2	112080
2	150927
2	151265
2	149261
2	154967
2	153427
2	156379
2	119980
2	160883
2	160174
2	155305
2	162075
2	161308
2	164487
2	167103
2	167310
2	161764
2	160444
2	83399
2	168118
2	171809
2	167700
2	174484
2	172412
2	168855
2	177958
2	176482
2	168701
2	178509
2	178050
2	181950
2	174241
2	182590
2	182764
2	179584
2	178010
2	183080
2	183051
2	183131
2	179996
2	183205
2	183211
2	183083
2	183035
2	183463
2	183435
2	183720
2	183115
2	183827
2	183891
2	183465
2	183334
2	184373
2	184156
2	184638
2	183489
2	184882
2	184996
2	184403
2	184090
2	185243
2	185198
2	186484
2	184467
2	186717
2	186781
2	185669
2	185166
2	187654
2	187187
2	188521
2	186027
2	188814
2	188816
2	187879
2	186987
2	191447
2	190389
2	191857
2	188094
2	192028
2	192276
2	191620
2	190195
2	193446
2	194926
2	195277
2	195523
2	196311
2	196785
2	197139
2	198385
2	198460
2	199079
2	199376
2	199872
2	193108
2	193339
2	191751
2	200120
2	201354
2	202193
2	202602
2	204501
2	193348
2	104405
2	80275
2	89003
2	191316
3	14
3	95
3	14650
3	81
3	27
3	8
3	6
3	9
3	15
3	41
3	262
3	3241
3	7191
3	47531
3	333
3	18
3	23
3	28
3	31
3	32
3	34
3	36
3	40
3	44
3	48
3	120
3	167
3	175
3	177
3	229
3	265
3	294
3	298
3	299
3	332
3	346
3	655
3	1346
3	1510
3	1761
3	1846
3	2561
3	2581
3	2705
3	2785
3	2807
3	2944
3	2945
3	2949
3	2587
3	3910
3	3922
3	4411
3	4534
3	4584
3	4469
3	5407
3	5472
3	5271
3	5745
3	5924
3	5612
3	6187
3	6279
3	6023
3	6873
3	5580
3	6886
3	7035
3	7073
3	6907
3	7079
3	7080
3	7116
3	6790
3	7403
3	7201
3	7271
3	8253
3	7660
3	8722
3	8375
3	8926
3	9364
3	9655
3	8385
3	9916
3	8804
3	10081
3	10075
3	10685
3	10918
3	11032
3	11041
3	11085
3	11669
3	11694
3	10078
3	11698
3	10346
3	12847
3	12052
3	12442
3	13597
3	13049
3	13167
3	14800
3	14068
3	14095
3	17196
3	15124
3	15651
3	17199
3	17200
3	17198
3	17563
3	17197
3	18392
3	23590
3	25141
3	19837
3	25867
3	27112
3	27116
3	17201
3	28289
3	27169
3	29141
3	29655
3	30921
3	31172
3	26776
3	31173
3	31174
3	29016
3	28962
3	31177
3	31176
3	31180
3	31078
3	31181
3	31182
3	31178
3	31175
3	31185
3	31184
3	31189
3	31179
3	31190
3	31191
3	31186
3	31183
3	31192
3	17
3	31196
3	54
3	31193
3	31197
3	31195
3	31201
3	102
3	357
3	31202
3	31200
3	31206
3	31198
3	31188
3	31207
3	31208
3	31211
3	31203
3	31199
3	31194
3	31213
3	31217
3	31212
3	31204
3	31205
3	31219
3	31223
3	31218
3	31209
3	31210
3	31225
3	36866
3	31224
3	31214
3	31215
3	37681
3	42203
3	37028
3	31220
3	31221
3	48210
3	50644
3	46292
3	35826
3	36499
3	51967
3	53177
3	55201
3	41745
3	42012
3	36801
3	64955
3	59992
3	60028
3	60330
3	71868
3	68382
3	70635
3	71822
3	83860
3	71934
3	103
3	82379
3	97793
3	87471
3	90208
3	79616
3	109571
3	90493
3	106209
3	109341
3	92767
3	110270
3	99459
3	38
2228228	1961371
2228228	2109657
2228228	300204
2228228	926344
2228228	2136907
